PID,SalePrice
0527127150,142144.02019728607
0527162130,99627.46259771034
0527163010,141437.73803889588
0527182190,168859.08760843842
0527216070,115401.04064787971
0527358140,103375.9258302253
0527402200,101688.96484314547
0527402250,111259.62510560824
0527425090,114846.03565344628
0528181050,121920.96270402335
0528218150,109277.14707371929
0528240070,101627.49732359943
0528250100,82512.70006708501
0528358010,105137.77847375681
0528382030,115526.12916005656
0528445060,99900.2650409181
0531367050,102815.98479988349
0531369060,110577.42582402617
0532351140,94433.61126368934
0532354090,150759.0058801489
0532376160,150804.40773519623
0532479070,168777.822317393
0533212060,132640.0140665017
0533221090,140590.6655204415
0533238045,122682.05357292629
0533244030,96750.41679171666
0533352170,133606.8954103928
0534152050,158580.704025627
0534152070,140110.7401780271
0534202160,88966.24047798738
0534251320,129078.84791175257
0534276360,135416.12804134394
0534425310,116756.97658708697
0534427010,150158.7424678065
0534431050,155671.28296815846
0534431070,159190.85008362448
0534479320,145416.02155619403
0535106190,86088.84689269982
0535152250,174112.7038464862
0535302080,131011.57890744081
0535350030,86974.2371809947
0535350040,126833.95882050775
0535454070,90308.1843037657
0535457090,100259.99384172293
0902102100,107287.55318277383
0902104060,103942.73947299426
0902110090,127019.47307726298
0902125080,110121.52672002486
0902206040,181048.59783817374
0902207140,169010.0419989466
0902402010,152755.2963620052
0902402250,125093.82014881037
0903206120,104017.88140120302
0903226160,122880.18994901558
0903425110,119423.7660615225
0903430080,135539.96244850184
0903450110,108730.59194473569
0903454060,109996.15240982296
0903476030,92968.37305463711
0904100140,106714.93718972088
0904302260,137969.83298421267
0904352190,133017.43289709973
0905105200,83427.66855954104
0905106140,105679.17996172632
0905109130,81611.27948965027
0905109170,141694.26310986557
0905325030,101570.30658562566
0905352140,113085.5442196914
0905451320,106350.81594579564
0905475510,93065.66935205318
0906201120,152024.9355145308
0906223090,132495.4863855201
0906380190,103766.042169533
0906385020,198004.33149213245
0906402200,135212.53165853332
0907200280,154908.7717012945
0907203070,138883.50274873138
0907250030,114484.03478577589
0907290040,86420.30338766021
0907290170,152006.33169976855
0907414030,187644.05498221007
0908102060,115491.31773272433
0908102110,129414.89985045858
0908103350,86876.6101921257
0908226130,91152.51504575573
0909100080,156768.33569203212
0909101070,107472.21326038131
0909250060,121746.2172224086
0909428280,102676.78907850286
0909452114,150309.73072968755
0909455030,142126.01211199848
0911204090,124994.36028974448
0911370510,150365.2295498397
0914478110,144466.87538958713
0916386020,108248.95541573991
0916386060,89641.51732451245
0916386090,138539.67233134402
0923205015,85397.55485086185
0923230190,182588.29506239004
0527105070,137089.86650501215
0527105130,124636.67033066716
0527131030,91297.30746120763
0527146010,117417.42650276
0527180100,152632.3538046691
0527276160,89882.08185547669
0527301320,97634.66402475415
0527352150,104185.72935506879
0527375180,115937.6038097379
0527376100,153416.89524838683
0527378140,166151.1669455812
0527405180,109878.70197472797
0527425110,109344.23078002596
0527450280,106275.65331926056
0527453060,174055.51175799684
0527453140,110553.2909431932
0527455050,156380.03862463206
0527455080,189072.80075899823
0527455090,90463.28093202914
0527455280,145799.16109432705
0528102040,140709.88148997503
0528102140,95939.13641983156
0528108040,122137.54761413111
0528112040,134581.23799306192
0528116010,109699.58896117937
0528118060,135934.41448543355
0528120030,129004.46234046266
0528138010,117019.70960669895
0528142040,141139.45585663692
0528142090,163229.32127809583
0528142130,107299.23441973895
0528168030,110001.51663000918
0528174050,104332.17159399854
0528174060,149718.13485906154
0528218090,165872.0354155955
0528220040,131421.368460134
0528228295,92487.73408199192
0528235010,143569.90457424326
0528240060,139378.7993367162
0528250020,148697.68965790112
0528250040,117540.53909187108
0528275070,143013.24858720374
0528280230,121098.86627973274
0528290030,105649.593417225
0528290120,90915.59588512646
0528290180,134072.90590219598
0528292030,94846.51183104081
0528292070,103132.47848564065
0528294050,106579.79083151332
0528344040,148085.38249346186
0528365070,127467.37387393098
0528431020,111675.9001059587
0528435050,114179.59937323263
0528439060,127131.05908120524
0528441020,107476.00750075628
0528441090,125582.37342619691
0528456180,155241.10418633005
0528456220,100428.43739831967
0528458060,161042.26541726087
0528458180,118003.94912122693
0528477070,127674.4937156401
0528480040,124066.94527391378
0528480130,85036.24498464071
0528482040,122100.60413431808
0528490070,115023.78315041751
0531363050,101298.79666114373
0531375040,105730.32563521467
0531375130,113317.12992995571
0531376090,112074.04355582262
0531379050,114118.70335049074
0531385020,123736.7998817296
0532353020,199591.2254712654
0532354230,121803.1670787202
0532377130,123817.31032011106
0532478020,96044.40344894769
0533213020,126881.51971318822
0533213040,139541.4377971077
0533236050,95117.08378791572
0533252040,142179.7000024633
0534127130,151337.98992340447
0534127170,95495.22631694462
0534128020,128756.62419145898
0534129080,110962.02410857452
0534152120,74640.20457332776
0534175080,137415.23435479376
0534177230,119044.95406176937
0534200030,205187.38049198137
0534226120,117797.58886805695
0534251030,117063.56366366727
0534252240,100768.12968278934
0534275060,104262.24622503652
0534275100,102507.10953246946
0534276040,115651.27969231621
0534400290,93264.69615645224
0534451110,87697.00753956745
0534475185,141121.44826637785
0534476320,125620.43509939178
0535126010,150700.36648746408
0535154130,186059.68205425708
0535175030,88161.08177758817
0535175050,103543.81860729252
0535178040,162528.9118468535
0535179160,132526.13720468525
0535301170,133678.5914623178
0535303150,104145.6882830377
0535325290,90414.41573223741
0535354070,116265.5792779918
0535375050,121072.24491537835
0535381040,130013.67113893066
0535383060,100419.9627749153
0535403190,113441.27361468738
0535450160,109614.33734276163
0535453200,116899.12291224315
0535475010,118757.95972668804
0535476110,122159.22210973021
0902105060,153146.1573016693
0902106010,171635.5233935664
0902109130,97219.9098011508
0902134120,111678.48430673705
0902135020,124386.19962848636
0902201110,104703.37023219452
0902300090,108979.56975555967
0902301060,133203.03788667277
0902327070,91085.44942678543
0902329080,162410.5888213283
0902330040,139885.4392783177
0902401130,143421.85033094726
0902402150,145317.30170160785
0902405100,88043.94262090776
0902406070,113540.74644481667
0902477120,127415.5483469596
0903201020,129443.7710153434
0903202170,97776.11995713257
0903226130,110649.03423576351
0903230100,140739.36688264486
0903231010,104457.12315691571
0903236040,104495.62999326036
0903400220,115545.75672646651
0903427120,94990.56478287754
0903475100,76194.04097839956
0903476090,143660.69983986084
0904100190,119411.70721263609
0904301070,111531.25410859761
0904301375,81251.68596123598
0904351200,134024.40139947573
0905200260,132907.94175420905
0905200350,82036.40872846314
0905325020,107120.66204576477
0905451300,148063.74588397887
0905452040,139521.08116752977
0905475160,120438.42943055335
0905478030,104264.83711453812
0905480030,132536.6880292803
0906201050,131981.83861118017
0906223210,104677.95481291768
0906226060,102396.70867256913
0906226080,135443.89873384152
0906226090,144807.24715324177
0906226140,154390.44768357824
0906340100,161757.18184833752
0906378110,106490.68011694452
0906380060,98878.53716468524
0906380100,113575.3494278306
0906380220,90183.44154668553
0906392130,135853.32321673032
0907126050,85487.00443208411
0907131090,151620.94187151658
0907131190,84731.20362208757
0907135040,159182.52089477042
0907135170,179072.35630074827
0907185050,135456.68329869426
0907192030,109930.32766506572
0907194110,135534.2321687571
0907196060,134505.42790286997
0907202130,124614.30082470019
0907227080,100121.2775938323
0907227110,168909.23726422057
0907252060,125530.96554029056
0907252220,147117.48300286688
0907265010,152911.83152040778
0907275090,141688.61065218307
0907285020,169109.21450012733
0907285050,106752.62953919345
0907290070,111246.52889475689
0907412020,124461.57679610375
0907414080,108620.93296051268
0908102050,116861.37067012982
0908152100,125125.92459368578
0908154040,138919.01775869087
0908225370,120697.14428010028
0908229020,134743.11720647075
0908275040,106496.45738468402
0908275110,95481.9885549323
0909101010,102501.65219178115
0909101140,120373.29836596573
0909129090,112074.31028175887
0909179020,141209.91289165718
0909251170,131827.9962676937
0909253180,143373.55253804577
0909279010,104169.79575717363
0909282130,171101.47156452845
0909427200,126622.21197537347
0909451040,152142.07668234353
0909451140,99677.34967944058
0909451180,156583.90749346066
0909452050,103774.84725763055
0910204050,125479.96102778002
0911104060,131189.54560700062
0914475010,120591.71605141477
0914475030,96472.25201640431
0914476020,114862.23209650377
0916386140,90768.35376671475
0916403010,92299.41635235847
0916403250,139976.9345996871
0916460110,190095.6586974627
0916475040,100237.91441687278
0923203110,126005.41325724094
0923225360,125501.54487106703
0923225490,90956.34826535177
0923227080,104865.7913389995
0923275040,105225.39494102173
0923276260,114147.71108864616
0923400025,136766.76394795193
0526351030,143252.5141073213
0526353050,122939.02195456515
0526354070,136349.02672732587
0527106150,115262.15333057327
0527127140,111949.76678751787
0527140090,152490.49474220947
0527145090,141285.66948935125
0527165010,128726.27400526128
0527183060,147348.62928053594
0527214030,87212.9112926561
0527226020,118444.91241572436
0527252080,115157.41960190621
0527302050,166239.80505747165
0527357110,147623.38352147266
0527380240,98979.01195972976
0527402060,108014.63122005436
0527450110,86999.53785132524
0527450520,85002.13959408025
0527451060,174357.40841318312
0527451290,109873.15239601958
0527451400,162795.36075199503
0527451550,114208.63957417487
0527452150,108268.75030731734
0527455270,122600.75405589111
0528104080,129145.59079275145
0528110110,97843.6096037863
0528118030,80060.36053341904
0528142020,93395.21776020956
0528166120,155346.4674109317
0528178090,163348.213702813
0528186080,98744.00966705124
0528228345,115580.55156731907
0528228445,129692.69239501194
0528235120,128292.99540043784
0528240050,166260.7092690991
0528280130,126331.6696031114
0528326030,74286.94278140104
0528363020,109212.61889065808
0528363110,103947.50861658444
0528387050,131617.13712377052
0528431080,67256.6655205193
0528431120,142269.794665959
0528458050,122724.82829293222
0528462040,89670.91462200033
0528478030,114168.81332823639
0528478040,180864.66106453547
0528490080,126269.15182408722
0531363060,121340.232801399
0531373060,102252.41213067368
0531375120,103380.48355876654
0531376010,134955.15657429243
0531382110,136431.2807833499
0531382120,94469.59502014366
0531450030,131002.44950711547
0531450170,139360.3695106128
0531452140,91163.77184000806
0532351050,141940.1929821364
0532353050,111338.20099969227
0532376170,182567.16568949356
0533206050,102122.61631990605
0533208080,130426.7961165681
0533212050,158299.70131950444
0533212140,149450.5645735958
0533212150,155769.9293875392
0533215020,147016.5893305114
0533215070,125950.82689802864
0533215080,170893.70595604644
0533217050,142633.60547250215
0533234020,119425.4597112225
0533350090,116556.64672897727
0534126090,142948.07545896622
0534127230,157325.1260543729
0534128050,116429.56071003988
0534129060,144439.48941006872
0534175140,97179.9842014776
0534202130,99534.98863402469
0534225110,84343.02077388401
0534225120,81397.8874669063
0534250010,95093.75900979557
0534403100,92005.59326021397
0534428020,143920.2460072816
0534428100,161705.53793451618
0534453140,130475.1073614374
0534477090,178513.8936843354
0535105030,101178.38887218294
0535126140,126612.52955227083
0535150210,126126.77530091518
0535151160,119484.24161435914
0535179060,100878.4692502808
0535302140,171424.15433251116
0535305160,163781.4228827029
0535327230,135032.15536645957
0535375160,114871.62155576122
0535402120,160317.7998178204
0535451010,129539.1558854752
0535451050,120262.60759373386
0535451230,138201.83594177323
0535453210,95636.11320133286
0535455080,103573.78636817134
0535455090,165876.53199471135
0535456100,131930.128796539
0535475020,169263.21858331794
0535476370,119874.13110388524
0535477090,133251.36918957866
0902100030,138744.44232171745
0902103150,73469.04218722635
0902105010,137667.5339198426
0902105020,97201.24902393651
0902105130,149285.38700021163
0902107030,112183.86522087411
0902306120,115690.73106476574
0902306130,153613.391494131
0902406020,122534.17479789846
0902427150,122561.37745106232
0903201030,137740.4597425712
0903204095,115670.4749123806
0903206070,153687.55238997398
0903225160,131845.0451459835
0903226060,138821.08878544424
0903226150,84591.73691332166
0903228040,135295.0559348373
0903230110,132807.89685879095
0903232030,134113.54557925084
0903234090,117624.48783595487
0903400180,105624.11164242476
0903401020,136719.27464330496
0903453050,143524.71188904063
0903454100,176057.97381325267
0903455030,133270.6255105399
0903455140,107148.8579958891
0903456130,120035.94576518837
0903484020,116022.3941617026
0904100160,96264.46944285749
0905104080,128674.60488243075
0905202230,129564.74993658143
0905300020,105173.17365512908
0905401045,115429.86065061411
0905426030,131345.90742070615
0905452120,93868.71040242542
0905477050,113600.1059685238
0905479110,150762.92751001337
0906223140,103996.15368821324
0906380030,124383.35622209632
0906412010,120054.27466448848
0906420130,140321.2531871169
0906424010,96882.37447103692
0907135260,99787.13326549812
0907192130,106517.73281195427
0907196050,113066.84084542419
0907201060,176832.56604874934
0907227300,113333.02733397667
0907251090,168570.39237979968
0907255020,105560.06855648042
0907255060,137451.4021201456
0907285080,123397.13686840107
0907290150,117066.56321272753
0907295020,90988.8132729242
0907405020,144533.41531767492
0907418010,132854.69526155054
0908103280,87131.1580624029
0908128050,103255.02460392384
0908151040,99668.1081887088
0908186040,94881.03337672207
0908201120,108744.35081261834
0908225170,103385.74929124453
0908250040,108444.81337318983
0909101180,130225.60437084283
0909131170,127883.48635667462
0909250230,140983.78720258048
0909275050,111961.18369642546
0909276170,152641.50268177825
0909281110,143741.47030976336
0909425085,134029.63504337665
0909428190,116335.09859232574
0909451150,136287.60338663627
0910200080,112788.17418859819
0911102090,148197.93108724357
0911102170,118781.59861249973
0911370490,146941.45179539267
0914476010,85489.34845462599
0914476450,99254.55344935287
0916125425,121040.8240923157
0916380060,118215.31924772594
0916403230,140854.71224734987
0916460060,83257.90939654547
0916477020,176665.14885620793
0921126030,135633.8597534145
0923202005,92506.36944694482
0923203140,79754.6632272129
0923225080,144059.20004509072
0923225370,118049.11326808378
0923252100,130950.66487235727
0923277040,124609.3582921295
0923426010,104003.32700030292
0924100020,151025.91675731767
0526352080,85943.39291637816
0526352090,103000.19386417548
0527110120,113976.48205358273
0527158090,142214.3933776149
0527162090,155201.2037569075
0527163080,94773.91639816323
0527165100,147298.30772112566
0527175130,98103.69101313179
0527182170,130044.13281217858
0527184020,142853.08320682056
0527210060,147584.4385469887
0527226040,126961.34618052251
0527252050,118812.54700830279
0527252070,125555.9972399286
0527301080,130672.84823425286
0527302090,140476.87868039496
0527325110,109992.80611181505
0527328020,97214.33897042384
0527359010,108991.72713223581
0527359080,152235.61537646686
0527402240,121456.46918993222
0527404100,107793.0826506931
0527425140,107139.53650020168
0527450220,87818.19288016309
0527451170,138313.25119678557
0527455030,171390.8810843319
0527455250,110932.9681559743
0528102120,144069.52482220365
0528104010,147390.3246914917
0528106040,112318.59519516936
0528108160,116865.67413318939
0528110070,109293.06606861655
0528110100,111960.77603049217
0528112150,131162.34824449298
0528118040,141855.2706433296
0528120150,152171.36877755806
0528144050,130138.29212403377
0528150040,112930.58272720009
0528168040,147785.98879301417
0528172050,144363.6735061435
0528172075,103672.49837745466
0528174010,92333.60738560403
0528181080,102633.55338373488
0528186050,94288.5451711231
0528186090,85122.02392638593
0528186120,117442.62137170802
0528188160,101100.62315332194
0528218020,111711.31555016991
0528222060,81268.62371846818
0528222090,94573.8447323388
0528231010,123468.67203363749
0528235000,151294.02238282617
0528235160,111054.43600624216
0528235170,116604.22297154783
0528290170,103530.38572294377
0528320050,79481.87691458693
0528327060,101684.97112467253
0528354110,125935.42229214436
0528429090,114583.89694268478
0528431030,123192.1511316535
0528431040,104552.91245776058
0528431110,173788.7855652594
0528435070,187751.24231812343
0528445020,109968.0752935631
0528456190,88360.58099141983
0528456230,137245.95036615356
0528458080,121602.67883766528
0528458130,124875.08827064025
0528477020,137049.0828143613
0528482010,106103.72522809452
0528482090,137529.74184968893
0531375140,178810.6483425897
0531451150,151890.49870763376
0532378240,99157.55435101993
0532479050,160713.64170921917
0533120030,125352.09471451135
0533130170,133825.4737290357
0533208040,96121.77782271199
0533208070,103891.7001559047
0533213130,145213.6029321403
0533236040,112104.79907736751
0533242090,161588.19257782132
0533250190,97062.42897126576
0533251110,133161.7050655302
0533251130,148104.56899562234
0533254130,113164.39945952692
0534104090,132672.63395784496
0534125120,123816.9845206164
0534178010,111073.54548431333
0534201040,125823.48744600113
0534202030,121183.55709176984
0534252110,106684.32271981846
0534275170,120561.45099580524
0534276180,107985.79535739298
0534278170,126029.47045912783
0534278190,92055.6798235911
0534403290,103974.31293839599
0534403420,93007.10855822929
0534425080,101799.07591070927
0534429030,122102.47096475535
0534431020,156648.12225467272
0534450090,118119.81401304781
0534453080,83838.19428002532
0534475170,107760.0628298178
0534478140,142856.55057344065
0534479120,100892.40038811075
0535101150,93235.45034813274
0535105110,109293.90804499862
0535106180,147441.9581813242
0535151100,182088.13725903016
0535151110,127137.19423500774
0535152060,103734.81404843208
0535177110,138615.73367588018
0535181030,118101.72909065764
0535181140,191270.82470153717
0535302070,103272.80656820476
0535327200,129845.88196797718
0535353160,123911.96743035938
0535354050,135351.18530606022
0535375130,128170.13008951186
0535378080,105794.57967931272
0535379110,189548.10279368263
0535382150,142644.97624411166
0535450220,167945.6240351267
0535451040,101264.64297673246
0535451110,153945.30071721977
0535452060,120342.16605222903
0535453080,97566.83489786857
0535476360,93343.6097239269
0535477130,106952.16601489899
0535478040,121248.324039444
0902105110,138389.4065641563
0902106070,78530.08246236369
0902110010,117426.01808568968
0902202070,105234.6410787612
0902301030,95138.41449390163
0902305010,119359.6804951727
0902408080,168812.14409157744
0902427040,111536.29216283865
0902427180,157961.31523025988
0903225040,92280.14580491102
0903231180,98517.09038718905
0903232100,101571.27650288783
0903426010,150924.3886376718
0903453080,128122.50803116772
0903454010,84211.39266164055
0903454090,117113.74887416098
0903458060,107618.12380298736
0903476100,109520.71507800785
0904101070,83704.10219681462
0904301110,143297.57346139257
0904302010,159458.80580293844
0905100080,135216.84967472433
0905102010,95667.47565087343
0905103110,96403.7589969373
0905105040,157434.70123445956
0905107140,101642.95023157835
0905201080,117917.65172418169
0905226080,105653.04319569662
0905226170,130004.76102565553
0905301050,119833.38984191368
0905376090,113384.07339141727
0905478140,113007.54715185525
0905478220,127516.92380100209
0905480090,139849.09571372005
0906201022,113057.39008623004
0906201023,111165.78803922099
0906201200,111778.87501574738
0906380040,91333.14675912916
0906380120,161789.1492694161
0906380160,98045.94815815521
0906394050,163197.58453399656
0907125040,87100.93364740204
0907125120,163174.41473194078
0907135180,119149.75499128638
0907180040,116415.78573778094
0907187040,127463.25091693038
0907192120,145656.09200769654
0907192150,108853.01228182168
0907202220,85907.72132506438
0907203060,114836.71040416036
0907260040,140747.11908633308
0907275080,94319.55646991215
0907290140,178060.15049808903
0907295040,140562.48427150256
0907410020,106110.1527445244
0907414060,137968.45445492186
0907420060,136396.99690746103
0908102100,126168.14732652722
0908127070,106421.50308574094
0908152070,113875.91979058998
0908152280,139860.8338916
0908154205,107174.38165935702
0908225240,191072.06663081294
0908225310,105210.39676197531
0908226180,132232.88015677547
0908250100,146390.71422290552
0908275090,114456.36551989413
0909252010,121493.64136791644
0909252170,109016.72691119989
0909275110,100307.79090929795
0909276210,91197.8043119001
0909281020,125853.2422654978
0909428180,110297.95923613425
0909455060,156759.1637562264
0910201020,183907.7353024609
0910201180,116878.26213599768
0910205130,150045.91900261043
0910206010,133408.83962816867
0911128010,121310.19983469634
0911370460,96705.93113259377
0914452090,108343.99973887652
0914452190,120133.38846396262
0916384070,98439.73652657414
0916384150,124414.48638897296
0916403040,143897.7472628758
0916455010,72140.742961675
0916455150,111885.6264943462
0916460020,96428.1218962852
0917425190,105630.04657318664
0921205070,99232.35970011982
0923202134,133187.93047406853
0923202220,127446.70869120915
0923204140,86730.22119674705
0923225050,157315.80230278653
0923228220,100060.25571218265
0923229010,138322.23636853794
0923230180,153579.62939621447
0923251160,145294.72575084065
0526302040,131395.33353284784
0527108020,101240.62629546548
0527166030,103740.53176451816
0527182020,152359.72373623407
0527190220,132094.34412553525
0527210040,121941.46970546515
0527210050,178808.2766035347
0527216050,125935.84257958354
0527252090,105999.81300977238
0527254070,90749.62430105016
0527327080,157000.9108464159
0527356020,101038.71377766287
0527375160,121337.16786651718
0527376110,110039.00417838524
0527402210,129070.48699360683
0527403120,135652.16853930042
0527427210,137929.37856105008
0527450080,158989.25182724357
0527452290,106744.90214021996
0527453070,114372.20222084978
0527455100,142350.6844255728
0528106010,98847.9951736494
0528106120,121509.89470429144
0528116030,135020.1650106075
0528118010,175195.6296991332
0528120140,156204.22518855374
0528142070,133997.52358945896
0528144030,135632.36481802264
0528150080,72848.02886434933
0528172020,144337.89972201086
0528181030,100117.63826025122
0528181040,152848.42923393176
0528186110,86435.07791465112
0528218060,127615.44582034726
0528218080,131147.12515620608
0528218140,73365.00986802737
0528221010,117826.06347687638
0528222020,88944.93143847554
0528228360,138404.88965045242
0528228565,133866.20371398007
0528231050,121194.18694695494
0528240080,94512.34697916698
0528275060,136802.80178153818
0528275080,130097.176904747
0528280100,143380.93349313666
0528290140,103917.58486857853
0528294070,152255.48020368052
0528315070,83269.11634624758
0528320060,117691.31792646539
0528358030,131593.01193859594
0528365090,127437.54922338677
0531375070,134430.47670121733
0531375100,175413.72563648937
0531450040,109298.30298572194
0531452100,112195.1555044716
0532353180,148902.4453621578
0532376180,94373.51222164891
0532476050,110450.13884713083
0533110130,149060.31954188034
0533128030,127691.52470271736
0533128090,121660.15514493757
0533212100,84553.45686565487
0533212110,104888.05406307805
0533223080,83607.21090478581
0533241010,147381.4130848099
0533242030,127286.89993558542
0533252020,182667.2671362578
0533253090,147820.89871087452
0533253160,82524.33359324682
0533350050,121068.01905833789
0534127190,135218.47373936113
0534129230,131527.93834209035
0534176250,138645.9515785405
0534201280,156009.78528309197
0534202180,148901.12180408256
0534250300,112858.6910637117
0534276230,138825.4767540763
0534403280,116916.99444656714
0534403440,66387.63317299382
0534453150,123858.16905092297
0534479240,104335.75617429128
0535125060,123611.03501268252
0535150240,172065.21297575493
0535150300,92103.94278598901
0535151130,118153.4956657704
0535178100,132102.41172670852
0535179050,108511.38336268031
0535301150,105203.57163480426
0535304020,111108.88795943376
0535305120,103654.68314860667
0535325460,159846.12547915668
0535353180,183622.02596151488
0535354130,134946.40191123568
0535355100,111540.12106811831
0535380130,145474.98493620532
0535381060,103645.2301869629
0535402100,218236.7401501614
0535403150,119291.76211768648
0535404080,151391.81490082355
0535425040,89485.6157009131
0535451190,225335.71157463512
0535454030,120143.22289603684
0535478010,98305.97472810476
0902100130,91828.24236566639
0902104020,117387.62237584856
0902106040,92778.86143011408
0902110120,148977.14956772028
0902128100,141068.39317917192
0902325050,107354.18153797222
0902325160,177495.2475949466
0902329070,143785.87331520914
0902329090,112295.53152168292
0902456015,152956.93685598348
0903200050,100260.72906610029
0903231190,128012.40621741812
0903232170,94594.43077929791
0903235020,200797.43416561096
0903236200,89122.92497058943
0903400030,130344.68840625646
0903455090,144833.81791166755
0904100090,99966.05571215425
0905100030,108866.98911187844
0905200380,152894.85121651282
0905201090,120428.13087724734
0905351045,94485.59878925196
0905426100,134980.01245060007
0905451050,93055.06197739061
0905452150,180794.50093687838
0906204180,110126.36753563357
0906223180,129669.91355873078
0906225180,131010.41694540872
0906380150,170844.373433623
0906392120,185767.3527250389
0906394010,117099.05800648338
0907125020,91395.37843689107
0907175030,105229.96755137946
0907187010,149956.5281114184
0907192010,85062.8548729203
0907194130,119240.3376641442
0907201160,137480.08883974128
0907203010,122068.39191053726
0907227090,90098.39862965028
0907230240,111036.73831341963
0907290080,117004.42488491113
0907290260,117504.66280546895
0907410100,110678.65511911821
0907410110,111802.19954157675
0908102320,149683.6310563302
0908103320,136874.88629959093
0908127050,82951.30911241363
0908186090,156938.61506055263
0908188120,119334.04246335384
0908188130,138716.64060789323
0908227040,142169.53417310992
0908228040,107955.4569754804
0909101050,133133.03789167662
0909101190,78008.43168010886
0909201180,122029.22820736736
0909250200,92439.54132892842
0909254070,106560.44763272165
0909275250,145439.21795202082
0909281010,83481.9155725435
0909425120,74395.60427002577
0910203230,81194.62207807854
0910207110,118800.65793909544
0910226060,126769.73329420756
0913350030,108212.8964716554
0914452060,108229.80759492496
0914474020,95808.72181127439
0914476050,120861.62324701429
0914476500,144410.83452492958
0916402125,173440.18837503737
0916403020,92317.26818439958
0916475100,140111.20178487254
0916477010,100942.96432370019
0923125030,173739.81959957205
0923203090,126036.977163406
0923205120,119900.56868459037
0923225240,124348.85839062856
0923227100,87165.88402613989
0923228310,137612.3735729907
0923229110,133129.2349740395
0923250060,124385.15609088805
0924100070,92442.82172658613
